"","ASV1","ASV2","ASV25","ASV47","ASV69","ASV102","ASV178","ASV261","ASV315","ASV350","ASV352","ASV548","ASV764","ASV1180","ASV1510","ASV1650","ASV2247","ASV2263","ASV2385","ASV2679","ASV5312","ASV5425","ASV6615","ASV7140","ASV7525","ASV7760","ASV9005","ASV9196","ASV12760","ASV17612"
"266",0.00488997555012225,0.0904645476772616,0.393643031784842,0.178484107579462,0.178484107579462,0.0220048899755501,0.00488997555012225,0.0440097799511002,0.0146699266503667,0.0122249388753056,0.0171149144254279,0.00488997555012225,0.00488997555012225,0.0122249388753056,0.00488997555012225,0,0,0.00488997555012225,0,0.00244498777506112,0.00244498777506112,0,0,0,0,0,0.00244498777506112,0,0,0
"269",0.0036101083032491,0.0685920577617329,0.483754512635379,0.162454873646209,0.122743682310469,0.036101083032491,0.0144404332129964,0.0397111913357401,0.0180505415162455,0.0072202166064982,0.0252707581227437,0,0,0.0036101083032491,0.0036101083032491,0,0,0.0072202166064982,0,0.0036101083032491,0,0,0,0,0,0,0,0,0,0
"27",0.00677200902934537,0.0564334085778781,0.372460496613996,0.191873589164785,0.18510158013544,0.0474040632054176,0.0135440180586907,0.0451467268623025,0.0135440180586907,0.00451467268623025,0.0270880361173815,0.00451467268623025,0.0112866817155756,0.0090293453724605,0.00225733634311512,0,0,0.00677200902934537,0,0.00225733634311512,0,0,0,0,0,0,0,0,0,0
"272",0.0225563909774436,0.0827067669172932,0.398496240601504,0.225563909774436,0.0977443609022556,0.0225563909774436,0.0075187969924812,0.0300751879699248,0.0225563909774436,0.0075187969924812,0.0451127819548872,0.0225563909774436,0,0,0,0,0,0.0075187969924812,0,0,0,0,0,0,0,0.0075187969924812,0,0,0,0
"275",0.0180722891566265,0.0843373493975904,0.421686746987952,0.265060240963855,0.0903614457831325,0.0180722891566265,0.0120481927710843,0.0421686746987952,0.00602409638554217,0,0.0240963855421687,0,0.00602409638554217,0,0,0,0,0.00602409638554217,0,0.00602409638554217,0,0,0,0,0,0,0,0,0,0
"276",0.0136986301369863,0.047945205479452,0.479452054794521,0.0753424657534247,0.267123287671233,0.0342465753424658,0.00684931506849315,0.00684931506849315,0.0136986301369863,0,0.0136986301369863,0.0205479452054795,0,0,0,0,0.00684931506849315,0.00684931506849315,0,0.00684931506849315,0,0,0,0,0,0,0,0,0,0
"279",0.0072463768115942,0.0543478260869565,0.481884057971015,0.13768115942029,0.173913043478261,0.0181159420289855,0.0144927536231884,0.0253623188405797,0.0072463768115942,0.0144927536231884,0.0326086956521739,0.0036231884057971,0,0.0108695652173913,0.0036231884057971,0,0,0.0144927536231884,0,0,0,0,0,0,0,0,0,0,0,0
"285",0.00224719101123596,0.0808988764044944,0.333707865168538,0.185393258426966,0.159550561797753,0.0573033707865168,0.00674157303370787,0.047191011235955,0.0247191011235955,0.00786516853932584,0.046067415730337,0.00449438202247191,0.0123595505617978,0.0146067415730337,0.00561797752808989,0,0.00112359550561798,0.00786516853932584,0,0.00112359550561798,0,0,0,0,0,0,0,0,0,0.00112359550561798
"286",0.00316957210776545,0.0586370839936608,0.362916006339146,0.259904912836768,0.106180665610142,0.0364500792393027,0.00792393026941363,0.0332805071315372,0.0158478605388273,0.00950871632329636,0.0507131537242472,0.0063391442155309,0.00792393026941363,0.0301109350237718,0.00316957210776545,0,0,0.00316957210776545,0,0,0,0.00316957210776545,0,0,0.00158478605388273,0,0,0,0,0
"287",0.00119189511323004,0.0202622169249106,0.34564958283671,0.177592371871275,0.179976162097735,0.0512514898688915,0.00595947556615018,0.0727056019070321,0.032181168057211,0.00476758045292014,0.0488676996424314,0.00238379022646007,0.0143027413587604,0.0250297973778307,0,0,0.00119189511323004,0.00238379022646007,0,0.00357568533969011,0,0,0.00119189511323004,0,0,0.00238379022646007,0.00119189511323004,0.00238379022646007,0.00238379022646007,0.00119189511323004
"29",0.00611620795107034,0.0489296636085627,0.428134556574924,0.180428134556575,0.155963302752294,0.036697247706422,0.0152905198776758,0.0703363914373089,0.018348623853211,0.00611620795107034,0.0152905198776758,0.00305810397553517,0.00305810397553517,0,0.00305810397553517,0,0,0.0091743119266055,0,0,0,0,0,0,0,0,0,0,0,0
